percentCoverage,basisofrecord,country,class,totalSpeciesInCountry,totalSpeciesWith10Images,license
2.16216216216216,HUMAN_OBSERVATION,Luxembourg,Magnoliopsida,1850,40,non-commercial
2.16097713748826,PRESERVED_SPECIMEN,Belize,Magnoliopsida,3193,69,total
2.15656943405634,PRESERVED_SPECIMEN,Thailand,Magnoliopsida,8022,173,non-commercial
2.14765100671141,PRESERVED_SPECIMEN,Bolivia,Liliopsida,4470,96,total
2.1461716937355,PRESERVED_SPECIMEN,Mexico,Aves,1724,37,total
2.14602285980872,HUMAN_OBSERVATION,Bulgaria,Insecta,4287,92,total
2.1397616468039,PRESERVED_SPECIMEN,Panama,Liliopsida,3692,79,non-commercial
2.13449621299059,PRESERVED_SPECIMEN,Costa Rica,Magnoliopsida,8714,186,non-commercial
2.13154689403167,PRESERVED_SPECIMEN,Nepal,Liliopsida,1642,35,non-commercial
2.13048612477859,PRESERVED_SPECIMEN,Peru,Magnoliopsida,20324,433,open commercial
2.1264367816092,PRESERVED_SPECIMEN,French Polynesia,Actinopterygii,1740,37,total
2.12609970674487,PRESERVED_SPECIMEN,Malawi,Liliopsida,1364,29,open commercial
2.12609970674487,PRESERVED_SPECIMEN,Malawi,Liliopsida,1364,29,non-commercial
2.12609970674487,PRESERVED_SPECIMEN,Malawi,Liliopsida,1364,29,total
2.12545360290306,PRESERVED_SPECIMEN,Greece,Magnoliopsida,5787,123,open commercial
2.12269652437602,HUMAN_OBSERVATION,Bulgaria,Insecta,4287,91,non-commercial
2.11726384364821,PRESERVED_SPECIMEN,Côte d’Ivoire,Magnoliopsida,3684,78,total
2.11588141222783,HUMAN_OBSERVATION,Taiwan,Insecta,8129,172,total
2.10027100271003,HUMAN_OBSERVATION,Madagascar,Magnoliopsida,10332,217,non-commercial
2.10027100271003,HUMAN_OBSERVATION,Madagascar,Magnoliopsida,10332,217,total
2.09723546234509,PRESERVED_SPECIMEN,Ethiopia,Aves,1049,22,total
2.09653827401268,HUMAN_OBSERVATION,Canada,Gastropoda,2051,43,total
2.0945372204925,PRESERVED_SPECIMEN,El Salvador,Magnoliopsida,3533,74,total
2.08667736757624,PRESERVED_SPECIMEN,Australia,Bivalvia,2492,52,total
2.08667736757624,PRESERVED_SPECIMEN,Australia,Bivalvia,2492,52,non-commercial
2.08667736757624,PRESERVED_SPECIMEN,Australia,Bivalvia,2492,52,open commercial
2.08478109798471,PRESERVED_SPECIMEN,Zambia,Magnoliopsida,4317,90,total
2.07879125893627,PRESERVED_SPECIMEN,Costa Rica,Insecta,19723,410,total
2.07561156412157,PRESERVED_SPECIMEN,Bolivia,Insecta,5396,112,total
2.07223208999408,PRESERVED_SPECIMEN,Bolivia,Bryopsida,1689,35,total
2.07223208999408,PRESERVED_SPECIMEN,Bolivia,Bryopsida,1689,35,non-commercial
2.06734340183214,HUMAN_OBSERVATION,Spain,Insecta,16156,334,total
2.06631427198462,PRESERVED_SPECIMEN,Sierra Leone,Magnoliopsida,2081,43,total
2.06631427198462,PRESERVED_SPECIMEN,Sierra Leone,Magnoliopsida,2081,43,open commercial
2.06631427198462,PRESERVED_SPECIMEN,Sierra Leone,Magnoliopsida,2081,43,non-commercial
2.06510325516276,PRESERVED_SPECIMEN,Morocco,Insecta,2857,59,total
2.06318504190845,PRESERVED_SPECIMEN,NA,Florideophyceae,1551,32,non-commercial
2.06318504190845,PRESERVED_SPECIMEN,NA,Florideophyceae,1551,32,total
2.06318504190845,PRESERVED_SPECIMEN,NA,Florideophyceae,1551,32,open commercial
2.06161686356266,PRESERVED_SPECIMEN,Zambia,Magnoliopsida,4317,89,open commercial
2.06161686356266,PRESERVED_SPECIMEN,Zambia,Magnoliopsida,4317,89,non-commercial
2.05930807248764,HUMAN_OBSERVATION,New Zealand,Insecta,6070,125,open commercial
2.05882352941176,PRESERVED_SPECIMEN,Indonesia,Aves,2380,49,total
2.05405405405405,PRESERVED_SPECIMEN,Tanzania,Actinopterygii,1850,38,total
2.05405405405405,PRESERVED_SPECIMEN,Tanzania,Actinopterygii,1850,38,open commercial
2.05405405405405,PRESERVED_SPECIMEN,Tanzania,Actinopterygii,1850,38,non-commercial
2.05278592375367,PRESERVED_SPECIMEN,Brazil,Reptilia,1023,21,open commercial
2.05254515599343,PRESERVED_SPECIMEN,United Kingdom,Bivalvia,1218,25,open commercial
2.05254515599343,PRESERVED_SPECIMEN,United Kingdom,Bivalvia,1218,25,non-commercial
2.05254515599343,PRESERVED_SPECIMEN,United Kingdom,Bivalvia,1218,25,total
2.04957102001907,PRESERVED_SPECIMEN,Tunisia,Magnoliopsida,2098,43,open commercial
2.04957102001907,PRESERVED_SPECIMEN,Tunisia,Magnoliopsida,2098,43,non-commercial
2.04918032786885,PRESERVED_SPECIMEN,Guatemala,Liliopsida,2196,45,total
2.04662261380323,PRESERVED_SPECIMEN,Germany,Magnoliopsida,10896,223,non-commercial
2.03703703703704,HUMAN_OBSERVATION,Canada,Malacostraca,1620,33,non-commercial
2.03703703703704,HUMAN_OBSERVATION,Canada,Malacostraca,1620,33,total
2.03583061889251,PRESERVED_SPECIMEN,Côte d’Ivoire,Magnoliopsida,3684,75,open commercial
2.03583061889251,PRESERVED_SPECIMEN,Côte d’Ivoire,Magnoliopsida,3684,75,non-commercial
2.03469414373288,PRESERVED_SPECIMEN,United Kingdom,Magnoliopsida,7667,156,non-commercial
2.02718817076079,PRESERVED_SPECIMEN,Suriname,Magnoliopsida,4193,85,non-commercial
2.02627477176575,PRESERVED_SPECIMEN,Venezuela,Liliopsida,4491,91,non-commercial
2.01900237529691,PRESERVED_SPECIMEN,Mexico,Agaricomycetes,2526,51,total
2.01900237529691,PRESERVED_SPECIMEN,Mexico,Agaricomycetes,2526,51,non-commercial
2.01900237529691,PRESERVED_SPECIMEN,Mexico,Agaricomycetes,2526,51,open commercial
2.0185708518369,PRESERVED_SPECIMEN,Malaysia,Insecta,7431,150,open commercial
2.01037613488975,PRESERVED_SPECIMEN,Afghanistan,Insecta,1542,31,total
2.00949945195469,PRESERVED_SPECIMEN,Uruguay,Magnoliopsida,2737,55,total
2.00750055151114,PRESERVED_SPECIMEN,Portugal,Magnoliopsida,4533,91,non-commercial
2.00688073394495,PRESERVED_SPECIMEN,Paraguay,Liliopsida,1744,35,total
2.00262788274206,HUMAN_OBSERVATION,Australia,Magnoliopsida,22071,442,non-commercial
2,HUMAN_OBSERVATION,Luxembourg,Magnoliopsida,1850,37,open commercial
1.99128811449907,PRESERVED_SPECIMEN,French Polynesia,Magnoliopsida,1607,32,open commercial
1.985559566787,HUMAN_OBSERVATION,New Zealand,Bivalvia,1108,22,open commercial
1.9774011299435,PRESERVED_SPECIMEN,Cameroon,Aves,1062,21,non-commercial
1.97160883280757,PRESERVED_SPECIMEN,Egypt,Actinopterygii,1268,25,open commercial
1.96826177881658,HUMAN_OBSERVATION,Taiwan,Insecta,8129,160,non-commercial
1.96337966026914,PRESERVED_SPECIMEN,Portugal,Magnoliopsida,4533,89,open commercial
1.95369030390738,PRESERVED_SPECIMEN,Mauritius,Magnoliopsida,1382,27,total
1.94600280504909,PRESERVED_SPECIMEN,Tanzania,Insecta,5704,111,total
1.94282103933028,PRESERVED_SPECIMEN,Chile,Magnoliopsida,6331,123,open commercial
1.94264569842738,HUMAN_OBSERVATION,Singapore,Magnoliopsida,2162,42,total
1.94264569842738,HUMAN_OBSERVATION,Singapore,Magnoliopsida,2162,42,non-commercial
1.94141689373297,PRESERVED_SPECIMEN,Equatorial Guinea,Magnoliopsida,2936,57,total
1.9388194743645,PRESERVED_SPECIMEN,Trinidad & Tobago,Magnoliopsida,2321,45,total
1.92003614185679,PRESERVED_SPECIMEN,Mozambique,Magnoliopsida,4427,85,total
1.91998018084975,HUMAN_OBSERVATION,Russia,Insecta,16146,310,total
1.91761363636364,HUMAN_OBSERVATION,Ireland,Magnoliopsida,1408,27,total
1.91761363636364,HUMAN_OBSERVATION,Ireland,Magnoliopsida,1408,27,non-commercial
1.91252286712124,PRESERVED_SPECIMEN,Austria,Magnoliopsida,6013,115,total
1.90985485103132,PRESERVED_SPECIMEN,Canada,Sordariomycetes,1309,25,open commercial
1.90794180777486,PRESERVED_SPECIMEN,Suriname,Magnoliopsida,4193,80,open commercial
1.90528034839412,HUMAN_OBSERVATION,United States,Mammalia,5511,105,open commercial
1.9047619047619,PRESERVED_SPECIMEN,Algeria,Insecta,2205,42,non-commercial
1.88901275857798,HUMAN_OBSERVATION,Russia,Insecta,16146,305,non-commercial
1.87815237589594,PRESERVED_SPECIMEN,Bolivia,Magnoliopsida,15068,283,open commercial
1.87612438961707,HUMAN_OBSERVATION,Denmark,Insecta,7782,146,open commercial
1.87553282182438,HUMAN_OBSERVATION,New Zealand,Bryopsida,1173,22,total
1.87553282182438,HUMAN_OBSERVATION,New Zealand,Bryopsida,1173,22,non-commercial
1.87136342192169,PRESERVED_SPECIMEN,French Guiana,Insecta,6359,119,total
1.87078378190417,PRESERVED_SPECIMEN,Spain,Magnoliopsida,14379,269,non-commercial
1.86857022884736,PRESERVED_SPECIMEN,Kenya,Insecta,4763,89,open commercial
1.86239006725297,HUMAN_OBSERVATION,Mexico,Lecanoromycetes,1933,36,total
1.86239006725297,HUMAN_OBSERVATION,Mexico,Lecanoromycetes,1933,36,non-commercial
1.85682326621924,PRESERVED_SPECIMEN,Bolivia,Liliopsida,4470,83,non-commercial
1.85275475377864,HUMAN_OBSERVATION,Canada,Gastropoda,2051,38,non-commercial
1.8508132361189,PRESERVED_SPECIMEN,Sri Lanka,Insecta,3566,66,total
1.84967704051674,PRESERVED_SPECIMEN,New Zealand,Magnoliopsida,6812,126,total
1.84777288301517,PRESERVED_SPECIMEN,Panama,Insecta,8172,151,non-commercial
1.84485854020925,PRESERVED_SPECIMEN,Australia,Insecta,32306,596,non-commercial
1.84062603328557,PRESERVED_SPECIMEN,Congo - Kinshasa,Magnoliopsida,9073,167,total
1.83887915936953,PRESERVED_SPECIMEN,Niger,Magnoliopsida,1142,21,non-commercial
1.83887915936953,PRESERVED_SPECIMEN,Niger,Magnoliopsida,1142,21,total
1.83887915936953,PRESERVED_SPECIMEN,Niger,Magnoliopsida,1142,21,open commercial
1.83863885839737,PRESERVED_SPECIMEN,Sri Lanka,Magnoliopsida,3644,67,non-commercial
1.83540556542333,PRESERVED_SPECIMEN,Bolivia,Bryopsida,1689,31,open commercial
1.8348623853211,PRESERVED_SPECIMEN,Paraguay,Liliopsida,1744,32,open commercial
1.8348623853211,PRESERVED_SPECIMEN,Paraguay,Liliopsida,1744,32,non-commercial
1.83391003460208,PRESERVED_SPECIMEN,Guinea,Magnoliopsida,2890,53,non-commercial
1.83391003460208,PRESERVED_SPECIMEN,Guinea,Magnoliopsida,2890,53,open commercial
1.83194919394235,PRESERVED_SPECIMEN,Costa Rica,Liliopsida,4094,75,total
1.83066361556064,PRESERVED_SPECIMEN,Réunion,Magnoliopsida,1311,24,total
1.82366239638282,PRESERVED_SPECIMEN,Indonesia,Liliopsida,6635,121,non-commercial
1.81514708950553,PRESERVED_SPECIMEN,Spain,Magnoliopsida,14379,261,open commercial
1.81164998716962,HUMAN_OBSERVATION,United Kingdom,Insecta,19485,353,total
1.81009844395046,PRESERVED_SPECIMEN,Laos,Magnoliopsida,3149,57,total
1.81009844395046,PRESERVED_SPECIMEN,Laos,Magnoliopsida,3149,57,non-commercial
1.81009844395046,PRESERVED_SPECIMEN,Laos,Magnoliopsida,3149,57,open commercial
1.80871471636065,HUMAN_OBSERVATION,Finland,Magnoliopsida,3649,66,total
1.80871471636065,HUMAN_OBSERVATION,Finland,Magnoliopsida,3649,66,non-commercial
1.79710144927536,PRESERVED_SPECIMEN,United States,Aves,3450,62,open commercial
1.79372197309417,PRESERVED_SPECIMEN,Honduras,Liliopsida,1784,32,total
1.79180887372014,PRESERVED_SPECIMEN,China,Reptilia,1172,21,total
1.78375411635565,PRESERVED_SPECIMEN,Sri Lanka,Magnoliopsida,3644,65,open commercial
1.78134045869517,PRESERVED_SPECIMEN,Venezuela,Liliopsida,4491,80,open commercial
1.78091086170114,PRESERVED_SPECIMEN,Colombia,Insecta,10781,192,total
1.78085706954067,HUMAN_OBSERVATION,United Kingdom,Insecta,19485,347,non-commercial
1.77956371986223,PRESERVED_SPECIMEN,Turkey,Liliopsida,1742,31,open commercial
1.77664974619289,HUMAN_OBSERVATION,France,Liliopsida,3152,56,total
1.77664974619289,HUMAN_OBSERVATION,France,Liliopsida,3152,56,non-commercial
1.77595628415301,PRESERVED_SPECIMEN,Dominican Republic,Insecta,2196,39,total
1.76411290322581,PRESERVED_SPECIMEN,Guyana,Insecta,1984,35,non-commercial
1.76311968471272,PRESERVED_SPECIMEN,Switzerland,Magnoliopsida,4821,85,non-commercial
1.75516551877361,OBSERVATION,Germany,Agaricomycetes,4501,79,total
1.75516551877361,OBSERVATION,Germany,Agaricomycetes,4501,79,non-commercial
1.74496644295302,PRESERVED_SPECIMEN,Bolivia,Liliopsida,4470,78,open commercial
1.74418604651163,PRESERVED_SPECIMEN,Afghanistan,Magnoliopsida,6192,108,total
1.73711638679792,PRESERVED_SPECIMEN,Myanmar (Burma),Liliopsida,1727,30,open commercial
1.73711638679792,PRESERVED_SPECIMEN,Myanmar (Burma),Liliopsida,1727,30,non-commercial
1.72166427546628,PRESERVED_SPECIMEN,Mexico,Polypodiopsida,1394,24,non-commercial
1.70229439679568,PRESERVED_SPECIMEN,South Africa,Insecta,22969,391,total
1.70122275385433,PRESERVED_SPECIMEN,Ghana,Insecta,1881,32,total
1.70114942528736,PRESERVED_SPECIMEN,Nigeria,Insecta,2175,37,non-commercial
1.70015455950541,HUMAN_OBSERVATION,France,Mammalia,1294,22,total
1.70015455950541,HUMAN_OBSERVATION,France,Mammalia,1294,22,non-commercial
1.69841634151939,PRESERVED_SPECIMEN,Costa Rica,Magnoliopsida,8714,148,open commercial
1.69573643410853,PRESERVED_SPECIMEN,Afghanistan,Magnoliopsida,6192,105,non-commercial
1.68488160291439,PRESERVED_SPECIMEN,Dominican Republic,Insecta,2196,37,non-commercial
1.6827783745077,HUMAN_OBSERVATION,Canada,Liliopsida,2793,47,open commercial
1.67797215280257,PRESERVED_SPECIMEN,Honduras,Insecta,2801,47,total
1.67480809490579,PRESERVED_SPECIMEN,Costa Rica,Polypodiopsida,1433,24,open commercial
1.66776750330251,HUMAN_OBSERVATION,United States,Arachnida,6056,101,open commercial
1.66666666666667,PRESERVED_SPECIMEN,Congo - Brazzaville,Magnoliopsida,3360,56,non-commercial
1.66666666666667,PRESERVED_SPECIMEN,Congo - Brazzaville,Magnoliopsida,3360,56,total
1.66666666666667,PRESERVED_SPECIMEN,Congo - Brazzaville,Magnoliopsida,3360,56,open commercial
1.66583789159622,PRESERVED_SPECIMEN,Guatemala,Insecta,4022,67,non-commercial
1.66425470332851,PRESERVED_SPECIMEN,Mauritius,Magnoliopsida,1382,23,open commercial
1.66425470332851,PRESERVED_SPECIMEN,Mauritius,Magnoliopsida,1382,23,non-commercial
1.65831083686849,HUMAN_OBSERVATION,Indonesia,Actinopterygii,5186,86,total
1.65831083686849,HUMAN_OBSERVATION,Indonesia,Actinopterygii,5186,86,non-commercial
1.64874551971326,HUMAN_OBSERVATION,Cyprus,Magnoliopsida,1395,23,total
1.64874551971326,HUMAN_OBSERVATION,Cyprus,Magnoliopsida,1395,23,non-commercial
1.64805954279638,PRESERVED_SPECIMEN,Ghana,Insecta,1881,31,non-commercial
1.6407852329329,PRESERVED_SPECIMEN,Uganda,Insecta,3413,56,total
1.63804491413474,PRESERVED_SPECIMEN,Papua New Guinea,Liliopsida,3785,62,total
1.63751987281399,PRESERVED_SPECIMEN,Philippines,Insecta,6290,103,non-commercial
1.63265306122449,PRESERVED_SPECIMEN,Kenya,Actinopterygii,1470,24,total
1.62548764629389,HUMAN_OBSERVATION,Nicaragua,Insecta,3076,50,total
1.62548764629389,HUMAN_OBSERVATION,Nicaragua,Insecta,3076,50,non-commercial
1.62513542795233,PRESERVED_SPECIMEN,Panama,Liliopsida,3692,60,open commercial
1.62287480680062,PRESERVED_SPECIMEN,France,Mammalia,1294,21,open commercial
1.62287480680062,PRESERVED_SPECIMEN,France,Mammalia,1294,21,total
1.62287480680062,PRESERVED_SPECIMEN,France,Mammalia,1294,21,non-commercial
1.62162162162162,PRESERVED_SPECIMEN,Luxembourg,Magnoliopsida,1850,30,total
1.62037037037037,HUMAN_OBSERVATION,Czechia,Magnoliopsida,2592,42,non-commercial
1.62037037037037,HUMAN_OBSERVATION,Czechia,Magnoliopsida,2592,42,total
1.61795407098121,PRESERVED_SPECIMEN,Nicaragua,Liliopsida,1916,31,total
1.60857908847185,PRESERVED_SPECIMEN,Iraq,Magnoliopsida,2238,36,open commercial
1.60486995019369,HUMAN_OBSERVATION,South Africa,Gastropoda,3614,58,non-commercial
1.60486995019369,HUMAN_OBSERVATION,South Africa,Gastropoda,3614,58,total
1.60183066361556,PRESERVED_SPECIMEN,Réunion,Magnoliopsida,1311,21,non-commercial
1.60183066361556,PRESERVED_SPECIMEN,Réunion,Magnoliopsida,1311,21,open commercial
1.59376980892873,PRESERVED_SPECIMEN,Colombia,Magnoliopsida,22086,352,open commercial
1.5843078083742,PRESERVED_SPECIMEN,Panama,Magnoliopsida,7953,126,non-commercial
1.57273918741809,PRESERVED_SPECIMEN,China,Bryopsida,2289,36,total
1.56712004730928,PRESERVED_SPECIMEN,Argentina,Liliopsida,3382,53,total
1.56462585034014,PRESERVED_SPECIMEN,Kenya,Actinopterygii,1470,23,non-commercial
1.56462585034014,PRESERVED_SPECIMEN,Kenya,Actinopterygii,1470,23,open commercial
1.5632183908046,PRESERVED_SPECIMEN,Nigeria,Insecta,2175,34,open commercial
1.55384349030471,PRESERVED_SPECIMEN,Germany,Insecta,23104,359,total
1.55096011816839,PRESERVED_SPECIMEN,Chile,Insecta,4062,63,non-commercial
1.54083204930663,PRESERVED_SPECIMEN,NA,Reptilia,1947,30,total
1.53894472361809,HUMAN_OBSERVATION,Poland,Magnoliopsida,3184,49,non-commercial
1.53894472361809,HUMAN_OBSERVATION,Poland,Magnoliopsida,3184,49,total
1.53846153846154,PRESERVED_SPECIMEN,Botswana,Magnoliopsida,2080,32,non-commercial
1.53846153846154,PRESERVED_SPECIMEN,Botswana,Magnoliopsida,2080,32,total
1.53846153846154,PRESERVED_SPECIMEN,Botswana,Magnoliopsida,2080,32,open commercial
1.53631284916201,PRESERVED_SPECIMEN,Dominica,Magnoliopsida,1432,22,open commercial
1.53631284916201,PRESERVED_SPECIMEN,Dominica,Magnoliopsida,1432,22,non-commercial
1.53452685421995,PRESERVED_SPECIMEN,Brazil,Agaricomycetes,4301,66,total
1.53162055335968,PRESERVED_SPECIMEN,Tunisia,Insecta,2024,31,total
1.53005464480874,PRESERVED_SPECIMEN,Israel,Magnoliopsida,2745,42,total
1.52570773436811,PRESERVED_SPECIMEN,Argentina,Magnoliopsida,11339,173,open commercial
1.52349251056203,PRESERVED_SPECIMEN,Ecuador,Liliopsida,7811,119,total
1.51569830386142,PRESERVED_SPECIMEN,Venezuela,Insecta,5542,84,total
1.50743532287635,HUMAN_OBSERVATION,India,Insecta,9818,148,total
1.49799050054805,PRESERVED_SPECIMEN,Uruguay,Magnoliopsida,2737,41,open commercial
1.49799050054805,PRESERVED_SPECIMEN,Uruguay,Magnoliopsida,2737,41,non-commercial
1.49492792311799,PRESERVED_SPECIMEN,United Kingdom,Lecanoromycetes,1873,28,open commercial
1.49253731343284,HUMAN_OBSERVATION,United States,Pucciniomycetes,1407,21,total
1.49161735700197,PRESERVED_SPECIMEN,Argentina,Insecta,8112,121,non-commercial
1.48749154834348,HUMAN_OBSERVATION,United States,Anthozoa,2958,44,total
1.48654077942949,PRESERVED_SPECIMEN,Egypt,Magnoliopsida,2489,37,open commercial
1.48536478811708,PRESERVED_SPECIMEN,China,Bryopsida,2289,34,open commercial
1.48536478811708,PRESERVED_SPECIMEN,China,Bryopsida,2289,34,non-commercial
1.48323939483833,HUMAN_OBSERVATION,New Zealand,Gastropoda,3371,50,open commercial
1.48294611962432,PRESERVED_SPECIMEN,Cameroon,Insecta,4046,60,non-commercial
1.47714604236343,PRESERVED_SPECIMEN,NA,Polypodiopsida,3588,53,total
1.47701582516956,PRESERVED_SPECIMEN,Indonesia,Liliopsida,6635,98,open commercial
1.47687920146669,HUMAN_OBSERVATION,India,Insecta,9818,145,non-commercial
1.47589373565103,PRESERVED_SPECIMEN,India,Actinopterygii,3049,45,total
1.47389738973897,HUMAN_OBSERVATION,Australia,Gastropoda,8888,131,total
1.47384896308856,PRESERVED_SPECIMEN,United Kingdom,Magnoliopsida,7667,113,open commercial
1.47318797878609,PRESERVED_SPECIMEN,Angola,Insecta,1697,25,open commercial
1.46855563234278,PRESERVED_SPECIMEN,Peru,Liliopsida,5788,85,open commercial
1.46833069666608,HUMAN_OBSERVATION,United States,Insecta,85335,1253,open commercial
1.46309601567603,PRESERVED_SPECIMEN,Ecuador,Insecta,7655,112,total
1.4626635873749,HUMAN_OBSERVATION,South Korea,Magnoliopsida,2598,38,total
1.4626635873749,HUMAN_OBSERVATION,South Korea,Magnoliopsida,2598,38,non-commercial
1.45719489981785,PRESERVED_SPECIMEN,Israel,Magnoliopsida,2745,40,non-commercial
1.45650845386026,PRESERVED_SPECIMEN,India,Insecta,9818,143,non-commercial
1.45511921458626,PRESERVED_SPECIMEN,Tanzania,Insecta,5704,83,non-commercial
1.4505893019039,HUMAN_OBSERVATION,Portugal,Insecta,5515,80,non-commercial
1.4505893019039,HUMAN_OBSERVATION,Portugal,Insecta,5515,80,total
1.44137125048695,PRESERVED_SPECIMEN,Spain,Liliopsida,2567,37,non-commercial
1.43280632411067,PRESERVED_SPECIMEN,Tunisia,Insecta,2024,29,non-commercial
1.4301738642737,PRESERVED_SPECIMEN,Sri Lanka,Insecta,3566,51,non-commercial
1.42668428005284,PRESERVED_SPECIMEN,Papua New Guinea,Liliopsida,3785,54,non-commercial
1.4264633546483,PRESERVED_SPECIMEN,Zimbabwe,Magnoliopsida,4066,58,total
1.4264633546483,PRESERVED_SPECIMEN,Zimbabwe,Magnoliopsida,4066,58,non-commercial
1.41827481980935,PRESERVED_SPECIMEN,Brazil,Agaricomycetes,4301,61,non-commercial
1.41827481980935,PRESERVED_SPECIMEN,Brazil,Agaricomycetes,4301,61,open commercial
1.41766630316249,HUMAN_OBSERVATION,United States,Leotiomycetes,1834,26,non-commercial
1.41766630316249,HUMAN_OBSERVATION,United States,Leotiomycetes,1834,26,total
1.41206675224647,HUMAN_OBSERVATION,Swaziland,Magnoliopsida,2337,33,total
1.41206675224647,HUMAN_OBSERVATION,Swaziland,Magnoliopsida,2337,33,non-commercial
1.41190914671578,PRESERVED_SPECIMEN,Trinidad & Tobago,Insecta,3258,46,total
1.41114918389153,PRESERVED_SPECIMEN,Brazil,Insecta,27141,383,non-commercial
1.40955364134691,HUMAN_OBSERVATION,United States,Agaricomycetes,8939,126,open commercial
1.40241527074406,PRESERVED_SPECIMEN,Spain,Liliopsida,2567,36,open commercial
1.39784946236559,PRESERVED_SPECIMEN,Austria,Lecanoromycetes,1860,26,non-commercial
1.39784946236559,PRESERVED_SPECIMEN,Austria,Lecanoromycetes,1860,26,total
1.39628446337712,PRESERVED_SPECIMEN,Colombia,Liliopsida,8451,118,non-commercial
1.39431121026213,PRESERVED_SPECIMEN,Costa Rica,Insecta,19723,275,non-commercial
1.39240506329114,PRESERVED_SPECIMEN,Afghanistan,Liliopsida,1580,22,non-commercial
1.39240506329114,PRESERVED_SPECIMEN,Afghanistan,Liliopsida,1580,22,total
1.38317141445743,PRESERVED_SPECIMEN,Angola,Magnoliopsida,6073,84,open commercial
1.38317141445743,PRESERVED_SPECIMEN,Angola,Magnoliopsida,6073,84,non-commercial
1.38248847926267,PRESERVED_SPECIMEN,China,Aves,1736,24,total
1.36901057871811,PRESERVED_SPECIMEN,South Africa,Lecanoromycetes,1607,22,non-commercial
1.34267367192061,PRESERVED_SPECIMEN,Papua New Guinea,Magnoliopsida,8565,115,non-commercial
1.33159915768611,PRESERVED_SPECIMEN,Russia,Insecta,16146,215,total
1.32808657156911,PRESERVED_SPECIMEN,Zimbabwe,Magnoliopsida,4066,54,open commercial
1.32752540966604,PRESERVED_SPECIMEN,Switzerland,Magnoliopsida,4821,64,open commercial
1.32450331125828,HUMAN_OBSERVATION,Spain,Liliopsida,2567,34,non-commercial
1.3184584178499,PRESERVED_SPECIMEN,United States,Anthozoa,2958,39,total
1.31810193321617,PRESERVED_SPECIMEN,Croatia,Insecta,3414,45,total
1.31747045672309,HUMAN_OBSERVATION,France,Insecta,25048,330,total
1.31004366812227,PRESERVED_SPECIMEN,Liberia,Magnoliopsida,2061,27,total
1.29533678756477,HUMAN_OBSERVATION,Argentina,Mammalia,1930,25,non-commercial
1.29533678756477,HUMAN_OBSERVATION,Argentina,Mammalia,1930,25,total
1.29443825095999,PRESERVED_SPECIMEN,Russia,Insecta,16146,209,non-commercial
1.29351644841904,HUMAN_OBSERVATION,France,Insecta,25048,324,non-commercial
1.28893662728249,PRESERVED_SPECIMEN,New Zealand,Liliopsida,1862,24,open commercial
1.28893662728249,PRESERVED_SPECIMEN,New Zealand,Liliopsida,1862,24,non-commercial
1.28755364806867,PRESERVED_SPECIMEN,Singapore,Insecta,1631,21,open commercial
1.26718792127258,PRESERVED_SPECIMEN,Mozambique,Insecta,3709,47,total
1.26612235238433,PRESERVED_SPECIMEN,Colombia,Liliopsida,8451,107,open commercial
1.26306620209059,PRESERVED_SPECIMEN,Vietnam,Insecta,2296,29,total
1.26272912423625,HUMAN_OBSERVATION,Italy,Agaricomycetes,2455,31,total
1.26272912423625,HUMAN_OBSERVATION,Italy,Agaricomycetes,2455,31,non-commercial
1.25151392813888,HUMAN_OBSERVATION,Malaysia,Insecta,7431,93,total
1.25151392813888,HUMAN_OBSERVATION,Malaysia,Insecta,7431,93,non-commercial
1.2494614390349,PRESERVED_SPECIMEN,Trinidad & Tobago,Magnoliopsida,2321,29,open commercial
1.2494614390349,PRESERVED_SPECIMEN,Trinidad & Tobago,Magnoliopsida,2321,29,non-commercial
1.24858115777526,PRESERVED_SPECIMEN,New Zealand,Lecanoromycetes,1762,22,total
1.2448132780083,PRESERVED_SPECIMEN,Panama,Magnoliopsida,7953,99,open commercial
1.22903597490718,PRESERVED_SPECIMEN,Ecuador,Liliopsida,7811,96,non-commercial
1.22555087893043,HUMAN_OBSERVATION,Spain,Insecta,16156,198,non-commercial
1.21951219512195,PRESERVED_SPECIMEN,Ecuador,Polypodiopsida,1722,21,non-commercial
1.21886592474828,PRESERVED_SPECIMEN,Myanmar (Burma),Insecta,1887,23,total
1.21510064001484,PRESERVED_SPECIMEN,Colombia,Insecta,10781,131,non-commercial
1.21403625478131,PRESERVED_SPECIMEN,Austria,Magnoliopsida,6013,73,non-commercial
1.21351262709085,PRESERVED_SPECIMEN,India,Actinopterygii,3049,37,open commercial
1.21351262709085,PRESERVED_SPECIMEN,India,Actinopterygii,3049,37,non-commercial
1.20314347312052,HUMAN_OBSERVATION,Spain,Magnoliopsida,14379,173,non-commercial
1.20182345627849,HUMAN_OBSERVATION,Thailand,Insecta,4826,58,non-commercial
1.20182345627849,HUMAN_OBSERVATION,Thailand,Insecta,4826,58,total
1.19771512806339,HUMAN_OBSERVATION,Russia,Magnoliopsida,10854,130,total
1.19687347337567,PRESERVED_SPECIMEN,Costa Rica,Liliopsida,4094,49,non-commercial
1.18850193477059,HUMAN_OBSERVATION,Russia,Magnoliopsida,10854,129,non-commercial
1.18074477747502,PRESERVED_SPECIMEN,Ecuador,Aves,2202,26,total
1.17913832199546,PRESERVED_SPECIMEN,Philippines,Actinopterygii,4410,52,total
